"","review"
"9398","18.7548229694366"
"9399","5"
"9400","9"
"9401","27"
"9402","0"
"9403","121"
"9404","3"
"9405","26"
"9406","0"
"9407","784"
"9408","en"
"9409","aged dowager needs assistance location perfect end jackson square blocks bourbon quick sprint cafe du mondethe hotel lovingly restored addressed onerous issues maintenance refurbishment ac isappalling recirculating mold spores hardly pleasant non opening windows magnifies problem hotel needs hvac overhaul yes new orleans excuse outdated ineffiecent systemthank heavens lovely courtyard cared thoughtful design tables chairs galore nooks crannies sweet dipping pool location hotels notable featureour room sized weary beds slept judging lumps sheets pillows bathroom adequate far luxurious room rate drain tub stubborn sink towels edging ragged housekeeping tried plump worn coverlets pillows day staff pleasant scattered took tries room hotel designed like maze good bell hops summoning taxi time breakfast attendant kept area clean stocked note unless weak coffee sam club boxed pastries idea heaven walk seconds cafe du monde garden staff phonomenalall wonderful spot explore french quarter sweet spot relax courtyard mildewy tired place retire"
"9410","18.7549109458923"
"9411","5"
"9412","9"
"9413","27"
"9414","0"
"9415","121"
"9416","3"
"9417","26"
"9418","0"
"9419","785"
"9420","en"
"9421","character charm hotel simply amazing oldworld style character charm room lovely fortunate balcony room overlooked jackson square courtyard prettiest new orleans staff extremely friendly pleasant bend backwards accommodate guests lyn desk joy deal withi amazed quiet peaceful hotel just blocks bourbon literally street jackson square amazingly quietmy complaint bathroom area bit small doors basically just louvered shutters doors afford bit privacy nice minor room perfect needswe definitely staying"
"9422","18.7549879550934"
"9423","5"
"9424","9"
"9425","27"
"9426","0"
"9427","121"
"9428","3"
"9429","26"
"9430","0"
"9431","786"
"9432","en"
"9433","poor customer relations th visit french quarter love food atmosphere quarter enjoyed visiting stay near quarter convience walking local spots trip reserved room place darmes hotel room dark clean great private courtyard access check took nearly minutes brought vehicle onsite parking garage passenger door huge dent waited minutes manager claim work given manager photos dent video manager looking damage taken phone emails began getting huge run manager compensated damages year later heard hotel manager return phoneemails longer"
"9434","18.7550570964813"
"9435","5"
"9436","9"
"9437","27"
"9438","0"
"9439","121"
"9440","3"
"9441","26"
"9442","0"
"9443","787"
"9444","en"
"9445","great location window room place d armes best locations french quarter interior room windows felt dark musty outside hotel room hotel character atmosphere"
"9446","18.7551429271698"
"9447","5"
"9448","9"
"9449","27"
"9450","0"
"9451","121"
"9452","3"
"9453","26"
"9454","0"
"9455","788"
"9456","en"
"9457","location time stayed nola place darmes chose hotel location stayed ambassador year liked quite bit year wanted stay closer bourbon arrived approximately pm wednesday march valet service quick told check room ready bellhop hold bags just time cafe du monde beignets cafe au lait walked couple shops visit came hotel room ready bellhop quick bags contrary earlier reviews elevator need carry bags stairs room interior furnishings old looking cause issue price right location excellent able walk easily bourbon street market good restaurantsthe bathroom clean large include sink vanity bath toilet staff friendly smiled talked elevators hallwaysone word advice afraid dark opt exterior room windows interior ones extremely dark lights pitch black traveling companion loved especially long nights bourbon led late mornings asleep"
"9458","18.7551989555359"
"9459","5"
"9460","9"
"9461","27"
"9462","0"
"9463","121"
"9464","3"
"9465","26"
"9466","0"
"9467","789"
"9468","en"
"9469","loved stay place darmes like recommend place darmes hotel new orleans recently spent days group friends double room opened courtyard group spent time organizing day drinking coffee just enjoying day staff helpful times hotel convenient french quarter able walk definitely stay"
"9470","18.7552649974823"
"9471","5"
"9472","9"
"9473","27"
"9474","0"
"9475","121"
"9476","3"
"9477","26"
"9478","0"
"9479","790"
"9480","en"
"9481"," perfect husband northern va got married french quarter feb guests booked rooms weekend hotel say establishment rooms amazing courtyard pool breakfast rooms incredible service staff phenomenal perfect example realized day wedding forgotten garter belt bridesmaid called desk recommendation manager personally took said worry staff bring sent hotel needed item room minutes perfect bent backwards weekend stay town perfect place perfect"
"9482","18.7553360462189"
"9483","5"
"9484","9"
"9485","27"
"9486","0"
"9487","121"
"9488","3"
"9489","26"
"9490","0"
"9491","791"
"9492","en"
"9493","great locally owned hotel heart french quarter great hotel heart quarter right st louis cathedral blocks bourbon street block cafe du monde minute walk frenchmen street jazz clubs minutes stop drink coop maintained property locally owned beautiful court yard caring staff simply place stay care price convenience stayed trips nola weeks year katrina nights year hotel booked trip stayed hilton efficient business class hotel nt friendly morning person stay listening jazz wee hours mornings place way beautiful breakfast room guests staff say hello frankly little jarring sleepy self none bothered hilton nobody said hello free continental breakfastmost importantly hotel owned local family cares city money spend stay stay new orleans money leave chain hotels stay new orleans love new orleans stay local shop eat local help new orleans pre k levels"
"9494","18.7554130554199"
"9495","5"
"9496","9"
"9497","27"
"9498","0"
"9499","121"
"9500","3"
"9501","26"
"9502","0"
"9503","792"
"9504","en"
"9505","nt fooled pictures hour road trip friends ready shower hit french quarter guest attendant checked rude party simply asked restroom given keys room remarked looked just website swimming pool fountains courtyard reached room nothing like picture small cramped cigarette butts fireplace bathroom floor tub hair none wanted guess black ring toilet nt clean complaining gm mr valentino told booked weekend decided eat weigh options leaving hotel passed room book hotel door open attended housekeeping really got angry point means checking roomand hotel completely booked immediately requested speak mr valentino stalled minutes explained dissatisfaction treatment arrival requested room changed right heart quarter close walking distance french market bourbon best restaurants book prepared fuss want room looks like advertised"
"9506","18.7554910182953"
"9507","5"
"9508","9"
"9509","27"
"9510","0"
"9511","121"
"9512","3"
"9513","26"
"9514","0"
"9515","793"
"9516","en"
"9517","love place darmes looking sleek modern stay canal street high rises iowa city probably booked nights rooms rooms time past years love nt stay new orleans aboutthere nt pleasant staff work location courtyards beautiful spring courtyard room money issue interior room walk enjoy patio areai wish employed frequent user punch card order comps awhile book freely hesitation work simply teacher iowa loves flavor big easy"
"9518","18.7555599212646"
"9519","5"
"9520","9"
"9521","27"
"9522","0"
"9523","121"
"9524","3"
"9525","26"
"9526","0"
"9527","794"
"9528","en"
"9529","make sure request room place darmes gorgeous places quarter make sure request room huge fabulous view courtyardpool make sure stay walk door dinner muriel makes romantic weekend total shout frank night manager doll"
"9530","18.7556209564209"
"9531","5"
"9532","9"
"9533","27"
"9534","0"
"9535","121"
"9536","3"
"9537","26"
"9538","0"
"9539","795"
"9540","en"
"9541","location great courtyard fantastic room okay want heart historic french quarter way improve location hotel just check google map meanthe courtyard lovely example historic french quarter staple real thing folks disneyesque approximation hotel courtyards larger pool beautiful relaxing ca nt leave hotel walking past pool nt feel ask pool viewthe hotel comprises old buildings small courtyards reviews read feeling rooms hitormiss booked months advance given floor room clean little worn looked like remodeled water pressure temperature fine biggest disappointment exposed brick wall painted brick really diminished charm staying historic property ran hotel refurbish rooms increase rates recoup costs staying hotel ask available rooms accepting onei afraid stay hotel parking night decent deal quarter believe staff trying provide good experience"
"9542","18.7556939125061"
"9543","5"
"9544","9"
"9545","27"
"9546","0"
"9547","121"
"9548","3"
"9549","26"
"9550","0"
"9551","796"
"9552","en"
"9553","loved place darmes hotel just got staying days place darmes hotel wonderful hotel just like better katrina new orleans year stay hotel availability rooms alway nice clean courtyards beautiful continental breakfast delicious stay againthe basingers georgia"
"9554","18.7557899951935"
"9555","5"
"9556","9"
"9557","27"
"9558","0"
"9559","121"
"9560","3"
"9561","26"
"9562","0"
"9563","797"
"9564","en"
"9565","great location rooms wanted stay years nt disappoint way location half block jackson square perfect room small balcony table chairs nt bother free breakfast cafe du monde block away"
"9566","18.7558760643005"
"9567","5"
"9568","9"
"9569","27"
"9570","0"
"9571","121"
"9572","3"
"9573","26"
"9574","0"
"9575","798"
"9576","en"
"9577","excellent staying place darmes past years new orleans seen overcome hotel staff grounds just beautiful today child room excellent clean staff overly accomidating like family recommend better hotel new orleans city really effort come life katrina hit august streets clean locals welcoming warm city swing skipping beat"
"9578","18.7559669017792"
"9579","5"
"9580","9"
"9581","27"
"9582","0"
"9583","121"
"9584","3"
"9585","26"
"9586","0"
"9587","799"
"9588","en"
"9589","best hotel new orleans dissappointed staying place d armes rewarding stay place stay new orleans center french quarter t rooms clean comfortable employees friendly courteous willing help way courtyard remarkable kept pool large clean sparkling want experience real southern hospitality need stay"
"9590","18.7560389041901"
"9591","5"
"9592","9"
"9593","27"
"9594","0"
"9595","121"
"9596","3"
"9597","26"
"9598","0"
"9599","800"
"9600","en"
"9601","perfect stayed jazzfest amazing time really nice staying french quarter great courtyard finding sanctuary busy streets especially fond chocolate croissants breakfast coming everytime new orleans"
"9602","18.7561039924622"
"9603","5"
"9604","9"
"9605","27"
"9606","0"
"9607","121"
"9608","3"
"9609","26"
"9610","0"
"9611","801"
"9612","en"
"9613","warrants return stayed place darmes hotel husband mar april nd happy atmosphere hotel room cleaned satisfaction checking painless location great door block left cafe du monde walls heard lots lovemaking night day want stay children windowless room know request room window peeked rooms windows balcony larger prettier room sufficient staff helpful store luggage hotel late flight brought swimsuits hoping swim nt entered pool paid dirty problem hotel courtyard pretty nice place sit morning cup coffee"
"9614","18.7562010288239"
"9615","5"
"9616","9"
"9617","27"
"9618","0"
"9619","121"
"9620","3"
"9621","26"
"9622","0"
"9623","802"
"9624","en"
"9625","pleasantly surprised hesitant book room reviews butended going minute trip rate offered aaa fantastic needed rooms place darmes able accomodate just beenvery lucky entire party happy stayfirst location great right middle french quarter jackson square easy walking shopping royal decatur bourbon street room interior room great view room like little studio sitting room fold sofa separate bedroom bedroom window actually nice sleeping room bathroom clean maid service dailymy friends rooms opened courtyard beautiful standard rooms double beds alsoclean nicely decorated desk wasvery helpful polite answering questions etcthe monteleone favorite quarter stay add place darmes favorites list"
"9626","18.7562980651855"
"9627","5"
"9628","9"
"9629","27"
"9630","0"
"9631","121"
"9632","3"
"9633","26"
"9634","0"
"9635","803"
"9636","en"
"9637","best hotel notal hands let start saying really nt want share gem request lovely staff requesting let people know things kickin nola second time new orleans pre katrina decided stay hotel visit let just say thing hotel best location key rooms clean roomy mention vibe french quarter otherwised missed stayed bigger chains breakfast morning awesome fresh crossaints fruit bagels coffee extremely helpful far safe quarter nt nervous goes parents told growing look trouble xxxxxx trouble people nola extremley nice helpful new orleans"
"9638","18.7563869953156"
"9639","5"
"9640","9"
"9641","27"
"9642","0"
"9643","121"
"9644","3"
"9645","26"
"9646","0"
"9647","804"
"9648","en"
"9649","great historic hotel great friendly service middle french quarter desk person lyn helpful efficient checking beautiful old courtyard setting make sure room faces courtyard street street gets noisy early morning unless like sit balcony facing street reasonable rates night"
"9650","18.7564558982849"
"9651","5"
"9652","9"
"9653","27"
"9654","0"
"9655","121"
"9656","3"
"9657","26"
"9658","0"
"9659","805"
"9660","en"
"9661","charming place darmes charming hotels stayed courtyard adorable day night checked night visit new orleans grin exactly way picture new orleans bemy room good size bed like king tvs small nt come big easy watch tv hotel offers communications package day includes high speed internet phone calls continental breakfast included coffee tea croissants rollsmy room overlooked chartres street noise problem darling wrought iron balconies just outside window accessible hallway great view jackson squarei traveling friend room overlooking courtyard nicer updated decor small seating areathe staff hotel really went technical issues tv worked tirelessly problem resolved desk extremely helpful offering recommendations places eat giving directions calling taxis location hotel really ca nt beat right jackson square easy access french quarter stay chain hotel probably pay nt trade quintessential new orleans charm place darmes nt happier stay"
"9662","18.7565228939056"
"9663","5"
"9664","9"
"9665","27"
"9666","0"
"9667","121"
"9668","3"
"9669","26"
"9670","0"
"9671","806"
"9672","en"
"9673","highly recommend place husband used stay new orleans lot katrina tried hotel french quarter trying place darmes nt stay katrina soon reopened started booking like coming home staff wonderful friendly helpful lot came katrina says lot place love place nt dream staying ca nt imagine property beautiful staff accomodating friendly great experience stay"
"9674","18.7566149234772"
"9675","5"
"9676","9"
"9677","27"
"9678","0"
"9679","121"
"9680","3"
"9681","26"
"9682","0"
"9683","807"
"9684","en"
"9685","wonderful stayed nights hated leave place darmestotally charming beautiful year old hotel heart nola hotel ambience want citycasual friendly wellpriced agree recommend room windows stayed expensive hotels makes stay better spend savings wonderful food beads quarter location ca nt beatit jackson square block cafe du monde hotel restaurant plenty nearby tasty spots budget courtyard magnificent reading times picayune comes complimentary continental breakfast new orleans wants stay place darmes"
"9686","18.756688117981"
"9687","5"
"9688","9"
"9689","27"
"9690","0"
"9691","121"
"9692","3"
"9693","26"
"9694","0"
"9695","808"
"9696","en"
"9697","place darmes french quarter gem love unique boutique hotels certainly qualifiedwe arrived early friday noon allowed check room right away reserved deluxe room think upgraded room suite separate sitting area room th floor small window louvered roof meant dark bedroom great slept past time years staff friendly helpful location hotel just jackson square quick walk quiet roomy wonderful new orleans open business people ready serve need people come city largely dependent tourists ton work rebuild neighborhoods businesses people committed getting challenge enjoy spend lots money best food accommodations artwork souvenirs tip people thank working hard preserve united states unique architectural cultural perspective gets appreciative feel good recovery renew orleans"
"9698","18.7567648887634"
"9699","5"
"9700","9"
"9701","27"
"9702","0"
"9703","121"
"9704","3"
"9705","26"
"9706","0"
"9707","809"
"9708","en"
"9709","bit strange atmosphere really wanted stay look say unusual wonderful read mixed reviews prepared enthusiastic desk reception wait minutes earlier issues addressed assigned odd rooms building ask bellman directions none offered walked nt offer help bags yes rooms strange narrow stairwell dark dingy barely courtyard view room bad just nice clean use upgrades sure large people use bathroom area small narrow stay ok nola charm location better places quiet courtyard fountain thinking raining night ca nt good conscience recommend"
"9710","18.7568368911743"
"9711","5"
"9712","9"
"9713","27"
"9714","0"
"9715","121"
"9716","3"
"9717","26"
"9718","0"
"9719","810"
"9720","en"
"9721","place new orleans place darmes place visiting new orleans spent days new orleans spring stayed place darmes hotel small european style hotel located heart french quarter cathedral diagonally street jackson square visit years pleased note service hospitality equal better experienced past small efficient helpful office staff garage excellent restaurant building great location walking distance toprate restaurants attractions ideal tourist business trip new orleans"
"9722","18.756903886795"
"9723","5"
"9724","9"
"9725","27"
"9726","0"
"9727","121"
"9728","3"
"9729","26"
"9730","0"
"9731","811"
"9732","en"
"9733","loved french quarter character husband stayed place d armes night quick family business trip new orleans lived north louisiana years nt want stay typical cookie cutter hotel prices hotel jumped reservations small quaint hotel smack dab heart quarter street jackson square buildings surrounding beautiful courtyard room slightly different layout appealing charm room wound way courtyard access room elevator stairs charming keys old real metal keys plastic things room foot ceilings double beds floor ceiling windows bolted shut opened balcony wow view stone throw jackson square st louis cathedral loved worn treads wooden staircase yes signs french quarter gives character yes french quarter smells looking slick modern typical hotel clean needed breakfast included new orleans best coffee thoroughly enjoyed short stay god bless new orleans home visit support tourism dollars replaced"
"9734","18.7570130825043"
"9735","5"
"9736","9"
"9737","27"
"9738","0"
"9739","121"
"9740","3"
"9741","26"
"9742","0"
"9743","812"
"9744","en"
"9745","charming french quarter hotel nicest feature place darmes spacious lush courtyards center hotel addition tables enjoy outdoor continental breakfast included room rate features small attractive pool pleasant breakfast room courtyard lobby area small nicely appointedthe hotel located quiet block blocks bourbon st location edge central commercial area french quarter want visit quarter block walkthe common areas room clean maintained room average sized attractively furnished looked like recently redecoratedthe staff generally friendly helpfulthere parking garage hotel extra charge great carthe negatives property matress room sunk middle badly needed replacing bathroom tiny swimming pool leaves room looked exterior corridor hallway limiting privacy wanted leave curtains open faced wallconsidering rate paid significantly historic french quarter hotels happy choice accomodations"
"9746","18.7571439743042"
"9747","5"
"9748","9"
"9749","27"
"9750","0"
"9751","121"
"9752","3"
"9753","26"
"9754","0"
"9755","813"
"9756","en"
"9757"," stay group colleagues reservations stay hotel days visit member party contracted highly infectious staph infection cancel lieu cancelling rescheduled told charge rooms cancelling hour period applied stay time came turned charged night stay rooms none money apply future room finally calls spoke manager rude diffiult work best night credit slow night weekend night unless paid weekend night like nt money stayed hotels occassion cancel minute forfeit think hotel french quarter"
"9758","18.7572650909424"
"9759","5"
"9760","9"
"9761","27"
"9762","0"
"9763","121"
"9764","3"
"9765","26"
"9766","0"
"9767","814"
"9768","en"
"9769","good location nice courtyard june group friends family booked courtyard rooms place darmes internet pleasantly relieved quite acceptable rooms old french style charm courtyards pool welcome afternoon retreat morning coffee croissants friendly woman maintained breakfast room visits crowded touristy cafe du monde unnecessary location ca nt beat block jackson square bourbon street quiet st ann street drawbacks dark bathrooms cleaning product andor musty scent rooms day parking charge nt forget aaa card checkin rate wo nt honored checkout desk staff friendly agreed stay"
"9770","18.7573359012604"
"9771","5"
"9772","9"
"9773","27"
"9774","0"
"9775","121"
"9776","3"
"9777","26"
"9778","0"
"9779","815"
"9780","en"
"9781","location saving grace place d armes booked nights hotel anniversary celebration mainly location absolutely beaten hotel quarter encountering unconcerned unhelpful desk staff prepared worst expected common areas hotels filthy pleasantly surprised cleanliness room extremly small overall condition good uncomfortable present homeless persons allowed loiter right outside door hotel regard staff think pay rate hotel walk block jackson square time"
"9782","18.757416009903"
"9783","5"
"9784","9"
"9785","27"
"9786","0"
"9787","121"
"9788","3"
"9789","26"
"9790","0"
"9791","816"
"9792","en"
"9793","loved place darms feb wife staying place darms mardi gras went little got married court yard location french quarter perfect close jackson square bourbon street employees great people confusion mardi gras getting married smile fact employees large makes place d armes favorite hotel new orleans new orleans lot stayed hotels place darms bestsherry wayne"
"9794","18.7574729919434"
"9795","5"
"9796","9"
"9797","27"
"9798","0"
"9799","121"
"9800","3"
"9801","26"
"9802","0"
"9803","817"
"9804","en"
"9805","french quarter gem tim miss d staff place darmes thank gracious southern hospitality recent short stay new orleans just little getaway needed bless yall happy mardi gras"
"9806","18.7575480937958"
"9807","5"
"9808","9"
"9809","27"
"9810","0"
"9811","121"
"9812","3"
"9813","26"
"9814","0"
"9815","818"
"9816","en"
"9817","great location stayed week new year great location away bourbon street staff friendly attentive room clean neat lawrence bellman great help ca nt wait come thanks staff"
"9818","18.7576088905334"
"9819","5"
"9820","9"
"9821","27"
"9822","0"
"9823","121"
"9824","3"
"9825","26"
"9826","0"
"9827","819"
"9828","en"
"9829","heart french quarter recently stayed place d armes hotel french quarter location service staff excellent wonderful place experience southern hospitality"
"9830","18.7576739788055"
"9831","5"
"9832","9"
"9833","27"
"9834","0"
"9835","121"
"9836","3"
"9837","26"
"9838","0"
"9839","820"
"9840","en"
"9841","great place stay just night stay reserved deluxe room ended roof view king st night moved nice king windows overlooking pool courtyard staff great exception lady checked friendly paul bellman helpful luggage lunch spot tips breakfast lady nice rolls just ok french market coffee shop block open early walked coffee trip seing jakson square half block royal blocks bourbon great location stay time new orleans wanted stay th night wouldnt break room rate moved near airport"
"9842","18.757798910141"
"9843","5"
"9844","9"
"9845","27"
"9846","0"
"9847","121"
"9848","3"
"9849","26"
"9850","0"
"9851","821"
"9852","en"
"9853","thief nt leave bags stay nice bag ransacked easter sunday checking bags locked room near desk returned hotel grab umbrella bags left returned bags cab hotel staffer locked bags told care getting luggage loading cab thinking nice gave huge tip arrived hotel realized bags gone money medication missing luggage immediately called hotel tried speak manager told nt woman desk cared leads believe happened left asked management repond situation nt heard scams new orleans thing want worry vacation security honor hotel addition pay expensive room balcony end room different pictured website courtyards plentiful new orleans stay"
"9854","18.7578649520874"
"9855","5"
"9856","9"
"9857","27"
"9858","0"
"9859","121"
"9860","3"
"9861","26"
"9862","0"
"9863","822"
"9864","en"
"9865","beautiful hotel fabulous location nights weekend mardi gras arrived midnight saturday greeted tyra parking garage wonderful lady welcomed graciously checkin smooth nice lady kindly waived parking fee sunday birthday celebration sorry say forgot maybe sonia room door really designed prevent noise coming nt bad nt high traffic area located right ft construction area ended problem monday morning spoke manager responsive issues feel patronage important provided credit cost room monday night definitely stay return assures new plush towels coming near future look weatherstripping doors area sound purposes service forgive just transgression believe trying hope time stay place darmes giving excellent rating overall service phenomenal hotel beautiful location perfect eveything immaculately clean"
"9866","18.7579519748688"
"9867","5"
"9868","9"
"9869","27"
"9870","0"
"9871","121"
"9872","3"
"9873","26"
"9874","0"
"9875","823"
"9876","en"
"9877","perfect romantic getaway husband booked room romantic getaway live merely hour away come new orleans bachelorbachelorette party saturday night reluctant rent hotel bc live close husband insisted worth right hotel romantic hotel stayed definetly recommend staying looking romantic getaway"
"9878","18.7580308914185"
"9879","5"
"9880","9"
"9881","27"
"9882","0"
"9883","121"
"9884","3"
"9885","26"
"9886","0"
"9887","824"
"9888","en"
"9889","reeked tobacco great location arrived busy event period tho reservation advance request nonsmoking got big beautiful room reeked old tobacco windows open airconditioning ceiling fan nothing alleviate air quality truly disgusting smoke evident clothing days advise nonrestricted room sure working window great location price right"
"9890","18.758101940155"
"9891","5"
"9892","9"
"9893","27"
"9894","0"
"9895","121"
"9896","3"
"9897","26"
"9898","0"
"9899","825"
"9900","en"
"9901","beware making reservations beware making reservation fiance called separately book night stay jazz festival told room available booked room stay book nonrefundable airline reservations day received fax confirmation staying nights instead called informed night minimum jazz festival reservations agent told minimum fax state minimum tried rearrange schedule hotel mentioned multiple calls reserving room paid nonrefundable airline tickets based converstion reservation agent hoped waive th night requirement allow stay nights apologized misunderstanding refused heard hotel beautiful stay recommend anybody way treated"
"9902","18.7582008838654"
"9903","5"
"9904","9"
"9905","27"
"9906","0"
"9907","121"
"9908","3"
"9909","26"
"9910","0"
"9911","826"
"9912","en"
"9913","ordinary things croak visited new orleans times trip katrina took advantage midsummer discounted rate stay fabled soniat house nothing special hotel courtyard main building narrow fountain darkmy room small cool small bathroom lobby speak bar honor bar little sitting room near desk melting ice bucket warm soft drinks way carry ice roomthe building street nicer courtyard fountain saw room facing chartres little bigger tiny closet big justify regular rate nighti got famous biscuit breakfast day simply hot walk cafe du monde waited taxi airport biscuits good frozen ones supermarket fresh oj good coffee hot milk nicely presented tray end chartres quiet long walk shops restaurants acme oyster house cafe du monde places like drop thing morning thing nightthe staff esp bellmen cordial monteleone trip enjoy pool proximity galatoires"
"9914","18.7582631111145"
"9915","5"
"9916","9"
"9917","27"
"9918","0"
"9919","121"
"9920","3"
"9921","26"
"9922","0"
"9923","827"
"9924","en"
"9925","wonderful experience delight stepping genteel time staying number nights upgraded suite furnishings dated electic service wonderful yes things perfect city hotel fighting way romantic place want seasons star place elegant bed breakfast hesitate stay"
"9926","18.7583150863647"
"9927","5"
"9928","9"
"9929","27"
"9930","0"
"9931","121"
"9932","3"
"9933","26"
"9934","0"
"9935","828"
"9936","en"
"9937","soso pluses quaintness courtyards balconies overlooking chartres location quiet safe fq block action biscuits coffee really good positive overpriced negative got free day pilot light went leaving cold night gave breakfast make worth nt know thatthe downside bathrooms need little updating countertops need replaced wallpaper stained places televisions nt real ones inch year old tvs come standard room just silly irritating think provide reading materials tvs like bb just pay real televsions room makes room look like complete trash small little rinky dink tv stand really outdated television sitting nt think getting better staying suite junior suite tv rooms antiques rooms public spaces nice simply old pillows uncomfortable soft lumpy"
"9938","18.7583639621735"
"9939","5"
"9940","9"
"9941","27"
"9942","0"
"9943","121"
"9944","3"
"9945","26"
"9946","0"
"9947","829"
"9948","en"
"9949","loud times just okay ladies beware bathrooms tub tiny suite nice nd floor hotel facing street times really loud outside people hung lower hallways bad experience bed comfy couch great frig cold mirrors dirty loved sitting balcony morning coffee missed phone lobby iron ironing board room great catching trolly car street easy later nightthey started run slower hotel staff friendly plus book air conditioner ran cold"
"9950","18.758444070816"
"9951","5"
"9952","9"
"9953","27"
"9954","0"
"9955","121"
"9956","3"
"9957","26"
"9958","0"
"9959","830"
"9960","en"
"9961","wo nt stay frenchmen hotel husband party traveling previous poster kjacklpn ones room air conditioning ceiling fan arrived hotel pm store luggage hotel office told rooms ready left walked city pm checkin arrived hotel told rooms air conditioning air conditioning room leaking told repairman contacted probably hour aggravated tired driving hours hot felt like room obviously ac check day repair evident called afternoon repairman haphazardly got ac running run cut run cut music festival town choice better nothing allour room small bathrooms smaller nt bathroom mirror wall big deal man woman kinda like mirror getting dressed asked desk clerk said work got room pretty clean floors nt mopped days evident bottoms socksall impressed frenchmen hotel probably nt stay"
"9962","18.7584960460663"
"9963","5"
"9964","9"
"9965","27"
"9966","0"
"9967","121"
"9968","3"
"9969","26"
"9970","0"
"9971","831"
"9972","en"
"9973","loved husband daughter stayed nights july location excellent streetcar stop just corner convenient loved proximity french quarter great music street marigny district car safe street hotel room comfortable queen sized beds armoire dresser comfortable chair nice sized bathroom ac ice cold loved pool refreshingwe visited different desk clerks stay friendly knowledgable helpfulwe definitely stay frenchmen return nolavery happy customers kansas"
"9974","18.7585709095001"
"9975","5"
"9976","9"
"9977","27"
"9978","0"
"9979","121"
"9980","3"
"9981","26"
"9982","0"
"9983","832"
"9984","en"
"9985","horrible experience frenchman hotel july experience horrible rooms air conditioning arrived time year hot new orleans units fixed room air ceiling fan failed work room mirror bathroom wall manager nice desk clerk rude considerate consider mess walked brighter furniture beautiful rooms tiny cramped decorated nicely bathrooms tiny cramped feel like frenchman overrated overpriced agenda stay new orleans"
"9986","18.7586550712585"
"9987","5"
"9988","9"
"9989","27"
"9990","0"
"9991","121"
"9992","3"
"9993","26"
"9994","0"
"9995","833"
"9996","en"
"9997","ai nt yo mama hotel experience better took teen girls nola graduation gift careful consideration options booked loft frenchmen alternative bourbon street scene nt spending time room thought believed loft adequate hindsight wish reserved suite fault hotel heat proved retreated room pool heat day emerging like vampires sun sunk horizon small issues vacation life appeared previous guest tried raw seafood fridge stunk high heaven just nt open management assured replace late hope guests room fair better ceiling fan upstairs nt work quite comfortable air conditioners stairs worked sleeper sofa prepared linens additional linens room tried fold girls retired night approached staff member rollaway bed instead heard nothing helped parked near room toilet stopped clerk saw immediately jets jacuzzi pool noisey shot water air pool pump technical issue day enjoyed poolcourtyard guests visited dining room continental breakfast favor day step lobby door hang right instead leftall frenchmen relaxed charming good value opportunity definitely stay rated average typical hotel experience nola nt typical town"
"9998","18.7587130069733"
"9999","5"
"10000","9"
"10001","27"
"10002","0"
"10003","121"
"10004","3"
"10005","26"
"10006","0"
"10007","834"
"10008","en"
"10009","pleasant stay lovely bb charming arrived hours scheduled checkin moment hesitation desk manager offered office luggage took cell number soon room ready able check pmour room extremely tiny quaintly decorated goldenrod walls accentuated prints reflecting french cats bed double extremely comfortable bathroom roomy general purposes shower stall double doors felt french room double glass french door covered dark curtain light kept said lovely stained glass window door nt require pitch black room sleep problem looking courtyard notice room stained glass windowi tend overpack woman nt literally clothes housekeeping deterred time neglected pick clothes floor housekeeper folded boyfriend socks neatly bed looked like turndown service reverse courtyard small colourful pool clean refreshing degree afternoon listening music fqf tables yard nt people idea regarding relaxing evening breakfast adequate affair coffee hot beverages pastries cereals fresh fruitthe staff quite friendly eager answer questions requested extra towels left bed housekeeping completed room day iron ironing board room ironing board nt stay upright improvised simply laying bed sure unit refrigerator worked simply nt know turn safe valuables room lovely experience"
"10010","18.7587790489197"
"10011","5"
"10012","9"
"10013","27"
"10014","0"
"10015","121"
"10016","3"
"10017","26"
"10018","0"
"10019","835"
"10020","en"
"10021","beautiful beautiful beautiful hotel just perfect thi perfect hotel stay stay girl desk helpfull room cozy reds mahogonys best beds slept hotel time visit stay frenchman"
"10022","18.758868932724"
"10023","5"
"10024","9"
"10025","27"
"10026","0"
"10027","121"
"10028","3"
"10029","26"
"10030","0"
"10031","836"
"10032","en"
"10033"," clean staff nt care tv remote control nt work asking told like nothing moved tv closer bed lot dust furniture french type door room barely covered curtain inside room visible truned lights night day throhg space drapes door cute breakfast idea big antique table old dining area"
"10034","18.7589271068573"
"10035","5"
"10036","9"
"10037","27"
"10038","0"
"10039","121"
"10040","3"
"10041","26"
"10042","0"
"10043","837"
"10044","en"
"10045","lovely bed breaksfast husband stayed nights friendly staff close sm room met needs"
"10046","18.7590019702911"
"10047","5"
"10048","9"
"10049","27"
"10050","0"
"10051","121"
"10052","3"
"10053","26"
"10054","0"
"10055","838"
"10056","en"
"10057","screwed reservation reserved april credit card confirmation emails frenchmen stating confirmed credit card called received confirmation phoneyesterday nov welford mccaffrey wrote sent deposit days making reservation reservation cancelled reservations april confirmed fine times email phone reading reviews glad cancelled reservations just hope nt charge card reading payment issues reviews cancelled reservation mixup reserved prince conti hotel today right middle just bourbon reviews positive prince conti costs entire stay nights includes additional parking course free frenchmen reading reviews think owe frenchmen thank cancelling confirmed reservations cancelling confirmed reservations just month checkin unprofessional"
"10058","18.7590470314026"
"10059","5"
"10060","9"
"10061","27"
"10062","0"
